year,name,fraction,sex,rank
1990,Michael,0.030349,m,1
1990,Jessica,0.022628,f,1
1990,Christopher,0.024328,m,2
1990,Ashley,0.022179,f,2
1990,Matthew,0.020829,m,3
1990,Brittany,0.017786,f,3
1990,Joshua,0.020087,m,4
1990,Amanda,0.01675,f,4
1990,Daniel,0.015719,m,5
1990,Samantha,0.012592,f,5
1990,David,0.015685,m,6
1990,Sarah,0.012569,f,6
1990,Andrew,0.015645,m,7
1990,Stephanie,0.012103,f,7
1990,James,0.015037,m,8
1990,Jennifer,0.010822,f,8
1990,Justin,0.014243,m,9
1990,Elizabeth,0.010101,f,9
1990,Joseph,0.014002,m,10
1990,Lauren,0.009983,f,10
1990,Ryan,0.013595,m,11
1990,Megan,0.009861,f,11
1990,John,0.013517,m,12
1990,Emily,0.009428,f,12
1990,Robert,0.01342,m,13
1990,Nicole,0.008741,f,13
1990,Nicholas,0.012973,m,14
1990,Kayla,0.008537,f,14
1990,Anthony,0.011656,m,15
1990,Amber,0.007722,f,15
1990,William,0.011573,m,16
1990,Rachel,0.007645,f,16
1990,Jonathan,0.011189,m,17
1990,Courtney,0.007486,f,17
1990,Kyle,0.010552,m,18
1990,Danielle,0.006979,f,18
1990,Brandon,0.0103,m,19
1990,Heather,0.006922,f,19
1990,Jacob,0.01023,m,20
1990,Melissa,0.006814,f,20
1990,Tyler,0.009591,m,21
1990,Rebecca,0.006657,f,21
1990,Zachary,0.009493,m,22
1990,Michelle,0.006534,f,22
1990,Kevin,0.009486,m,23
1990,Tiffany,0.006406,f,23
1990,Eric,0.009027,m,24
1990,Chelsea,0.006223,f,24
1990,Steven,0.008717,m,25
1990,Christina,0.005806,f,25
1990,Thomas,0.008469,m,26
1990,Katherine,0.00566,f,26
1990,Brian,0.007869,m,27
1990,Alyssa,0.005482,f,27
1990,Alexander,0.007525,m,28
1990,Jasmine,0.005372,f,28
1990,Jordan,0.007498,m,29
1990,Laura,0.005312,f,29
1990,Timothy,0.007293,m,30
1990,Hannah,0.005004,f,30
1990,Cody,0.007155,m,31
1990,Kimberly,0.004961,f,31
1990,Adam,0.006835,m,32
1990,Kelsey,0.004622,f,32
1990,Benjamin,0.006797,m,33
1990,Victoria,0.004434,f,33
1990,Aaron,0.006763,m,34
1990,Sara,0.00437,f,34
1990,Richard,0.00631,m,35
1990,Mary,0.00422,f,35
1990,Patrick,0.005752,m,36
1990,Erica,0.004189,f,36
1990,Sean,0.005584,m,37
1990,Alexandra,0.004141,f,37
1990,Charles,0.005575,m,38
1990,Amy,0.004119,f,38
