year,name,fraction,sex
1912,John,0.054462,m
1912,Mary,0.055058,f
1912,William,0.043473,m
1912,Helen,0.027497,f
1912,James,0.039082,m
1912,Dorothy,0.021552,f
1912,Robert,0.028435,m
1912,Margaret,0.021365,f
1912,Joseph,0.026718,m
1912,Ruth,0.019226,f
1912,George,0.025991,m
1912,Mildred,0.014938,f
1912,Charles,0.024521,m
1912,Anna,0.014634,f
1912,Edward,0.017579,m
1912,Elizabeth,0.014535,f
1912,Frank,0.017526,m
1912,Frances,0.011386,f
1912,Thomas,0.013479,m
1912,Marie,0.011321,f
1912,Walter,0.012865,m
1912,Alice,0.010712,f
1912,Henry,0.012502,m
1912,Florence,0.009782,f
1912,Harold,0.011301,m
1912,Evelyn,0.009579,f
1912,Paul,0.010599,m
1912,Lillian,0.00949,f
1912,Arthur,0.010378,m
1912,Rose,0.009257,f
1912,Harry,0.010242,m
1912,Edna,0.008754,f
1912,Albert,0.01016,m
1912,Louise,0.00872,f
1912,Raymond,0.009689,m
1912,Ethel,0.008647,f
1912,Richard,0.009277,m
1912,Gladys,0.008488,f
1912,Louis,0.007954,m
1912,Virginia,0.008197,f
1912,Clarence,0.007952,m
1912,Catherine,0.007953,f
1912,Willie,0.00777,m
1912,Irene,0.007919,f
1912,Ralph,0.007609,m
1912,Ruby,0.007588,f
1912,Carl,0.007141,m
1912,Grace,0.00753,f
1912,Howard,0.007115,m
1912,Hazel,0.007153,f
1912,Fred,0.006873,m
1912,Thelma,0.00713,f
1912,Donald,0.006362,m
1912,Annie,0.006959,f
1912,Jack,0.006357,m
1912,Josephine,0.006784,f
1912,David,0.006331,m
1912,Martha,0.006666,f
1912,Samuel,0.005764,m
1912,Gertrude,0.006625,f
1912,Roy,0.005739,m
1912,Edith,0.006547,f
1912,Ernest,0.00569,m
1912,Lucille,0.006414,f
1912,Kenneth,0.005622,m
1912,Esther,0.006083,f
1912,Earl,0.005578,m
1912,Clara,0.005931,f
1912,Francis,0.005573,m
1912,Emma,0.005722,f
1912,Joe,0.005571,m
1912,Bertha,0.005604,f
1912,Anthony,0.005493,m
1912,Beatrice,0.005463,f
1912,Lawrence,0.005465,m
1912,Pauline,0.005391,f
1912,Herbert,0.004953,m
1912,Eleanor,0.005318,f
1912,Alfred,0.004895,m
1912,Agnes,0.00502,f
1912,Eugene,0.004683,m
1912,Sarah,0.004975,f
1912,Michael,0.00466,m
1912,Elsie,0.004934,f
1912,Stanley,0.004468,m
1912,Bessie,0.004827,f
1912,Andrew,0.00431,m
1912,Julia,0.004815,f
1912,Leonard,0.004271,m
1912,Ida,0.00467,f
