year,name,fraction,sex
1968,Michael,0.046171,m
1968,Lisa,0.028976,f
1968,David,0.035881,m
1968,Michelle,0.019432,f
1968,John,0.034302,m
1968,Kimberly,0.018666,f
1968,James,0.034187,m
1968,Jennifer,0.015706,f
1968,Robert,0.032775,m
1968,Melissa,0.012712,f
1968,William,0.020809,m
1968,Mary,0.012706,f
1968,Mark,0.019944,m
1968,Angela,0.012088,f
1968,Richard,0.018573,m
1968,Tammy,0.011731,f
1968,Christopher,0.01772,m
1968,Karen,0.01144,f
1968,Brian,0.01686,m
1968,Susan,0.011411,f
1968,Jeffrey,0.015975,m
1968,Laura,0.010964,f
1968,Thomas,0.015456,m
1968,Kelly,0.010025,f
1968,Timothy,0.014927,m
1968,Amy,0.009997,f
1968,Scott,0.014655,m
1968,Christine,0.009663,f
1968,Steven,0.014358,m
1968,Patricia,0.009246,f
1968,Joseph,0.014301,m
1968,Julie,0.009215,f
1968,Kevin,0.013444,m
1968,Elizabeth,0.008711,f
1968,Daniel,0.012398,m
1968,Tina,0.008639,f
1968,Paul,0.012317,m
1968,Cynthia,0.008218,f
1968,Charles,0.012145,m
1968,Pamela,0.008208,f
1968,Anthony,0.011393,m
1968,Dawn,0.00786,f
1968,Eric,0.010421,m
1968,Lori,0.007678,f
1968,Kenneth,0.010184,m
1968,Stephanie,0.007577,f
1968,Matthew,0.00892,m
1968,Donna,0.007463,f
1968,Ronald,0.008686,m
1968,Tracy,0.007457,f
1968,Gregory,0.008674,m
1968,Sandra,0.007417,f
1968,Stephen,0.008317,m
1968,Deborah,0.007187,f
1968,Todd,0.008253,m
1968,Linda,0.00665,f
1968,Donald,0.007528,m
1968,Michele,0.006561,f
1968,Patrick,0.007349,m
1968,Teresa,0.006384,f
1968,Edward,0.006918,m
1968,Wendy,0.006264,f
1968,Gary,0.006745,m
1968,Sharon,0.006047,f
1968,Douglas,0.006427,m
1968,Rebecca,0.005984,f
1968,Andrew,0.005948,m
1968,Brenda,0.005815,f
1968,Keith,0.005556,m
1968,Denise,0.005776,f
1968,George,0.005286,m
1968,Barbara,0.005702,f
1968,Sean,0.005174,m
1968,Cheryl,0.005348,f
1968,Larry,0.004634,m
1968,Debra,0.005319,f
1968,Peter,0.004578,m
1968,Nancy,0.005241,f
1968,Troy,0.004494,m
1968,Kathleen,0.005107,f
1968,Craig,0.00443,m
1968,Maria,0.004895,f
1968,Rodney,0.004229,m
1968,Rhonda,0.004836,f
1968,Shawn,0.004211,m
1968,Robin,0.004786,f
1968,Jerry,0.004196,m
1968,Christina,0.004684,f
1968,Dennis,0.004167,m
1968,Paula,0.004469,f
1968,Jeffery,0.004065,m
1968,Jill,0.004401,f
1968,Jason,0.004028,m
1968,Theresa,0.004273,f
1968,Terry,0.003993,m
1968,Andrea,0.004147,f
1968,Frank,0.003883,m
1968,Carol,0.00414,f
1968,Raymond,0.003876,m
1968,Jacqueline,0.003943,f
1968,Bryan,0.003521,m
1968,Diane,0.003852,f
1968,Tony,0.00331,m
1968,Sherry,0.003761,f
1968,Jonathan,0.003272,m
1968,Shannon,0.003746,f
1968,Randy,0.003217,m
1968,Ann,0.003616,f
1968,Roger,0.00292,m
1968,Stacey,0.003595,f
1968,Russell,0.002869,m
1968,Catherine,0.003587,f
1968,Bradley,0.002708,m
1968,Kim,0.003562,f
1968,Jose,0.002698,m
1968,Gina,0.003534,f
1968,Carl,0.002616,m
1968,Sheila,0.003354,f
1968,Darren,0.002614,m
1968,Tonya,0.003311,f
1968,Bruce,0.002528,m
1968,Carolyn,0.003238,f
1968,Gerald,0.00252,m
1968,Heather,0.003218,f
1968,Wayne,0.002399,m
1968,Margaret,0.003181,f
1968,Chris,0.002393,m
1968,Stacy,0.003151,f
1968,Jon,0.00237,m
1968,Renee,0.003133,f
1968,Samuel,0.002322,m
1968,Leslie,0.00309,f
1968,Lawrence,0.00231,m
1968,Cindy,0.003065,f
1968,Martin,0.002294,m
1968,Monica,0.003052,f
1968,Johnny,0.002282,m
1968,Suzanne,0.002949,f
1968,Ricky,0.002273,m
1968,Dana,0.002933,f
1968,Alan,0.002245,m
1968,Diana,0.00292,f
1968,Phillip,0.002245,m
1968,Tracey,0.002885,f
1968,Vincent,0.002242,m
1968,Janet,0.002827,f
1968,Danny,0.002242,m
1968,Beth,0.002788,f
1968,Curtis,0.002169,m
1968,Katherine,0.00276,f
1968,Billy,0.002146,m
1968,Kathy,0.002736,f
1968,Jimmy,0.002144,m
1968,Valerie,0.002662,f
1968,Dean,0.002141,m
1968,Sarah,0.002625,f
1968,Randall,0.002113,m
1968,Laurie,0.002539,f
1968,Joel,0.002074,m
1968,Tamara,0.00252,f
1968,Bobby,0.002045,m
1968,Regina,0.002512,f
1968,Philip,0.002038,m
1968,Victoria,0.00251,f
1968,Walter,0.002021,m
1968,Terri,0.002497,f
1968,Marc,0.001994,m
1968,Kristin,0.002418,f
1968,Joe,0.001986,m
1968,Lynn,0.0024,f
1968,Darrell,0.001941,m
1968,Carrie,0.002328,f
1968,Jay,0.001933,m
1968,Connie,0.002315,f
1968,Aaron,0.001929,m
1968,Anne,0.00229,f
1968,Steve,0.00192,m
1968,Heidi,0.002287,f
1968,Jeff,0.001847,m
1968,Melinda,0.002231,f
1968,Dale,0.001835,m
1968,Carla,0.00223,f
1968,Glenn,0.001826,m
1968,Rachel,0.00218,f
1968,Mike,0.001812,m
1968,Yolanda,0.00216,f
1968,Roy,0.001791,m
1968,Melanie,0.002132,f
1968,Henry,0.001762,m
1968,Sherri,0.002131,f
1968,Willie,0.001751,m
1968,April,0.002119,f
1968,Kelly,0.001721,m
1968,Jodi,0.002104,f
1968,Arthur,0.001712,m
1968,Shelly,0.002103,f
1968,Benjamin,0.001702,m
1968,Anna,0.002081,f
1968,Allen,0.001669,m
1968,Kathryn,0.00208,f
1968,Victor,0.001655,m
1968,Colleen,0.00204,f
1968,Chad,0.001644,m
1968,Annette,0.00203,f
1968,Albert,0.001643,m
1968,Holly,0.002001,f
1968,Brent,0.001643,m
1968,Deanna,0.001997,f
1968,Brett,0.001634,m
1968,Kristine,0.001995,f
1968,Lee,0.001616,m
1968,Tanya,0.001989,f
1968,Barry,0.001608,m
1968,Kristen,0.001898,f
1968,Harold,0.001598,m
1968,Nicole,0.001805,f
1968,Louis,0.001526,m
1968,Anita,0.001782,f
1968,Jack,0.00152,m
1968,Janice,0.001781,f
1968,Tracy,0.001496,m
1968,Debbie,0.001766,f
1968,Juan,0.001481,m
1968,Veronica,0.001761,f
1968,Frederick,0.001471,m
1968,Julia,0.00175,f
1968,Micheal,0.001463,m
1968,Vicki,0.001742,f
1968,Ronnie,0.001463,m
1968,Wanda,0.001733,f
1968,Derrick,0.001459,m
1968,Bonnie,0.001729,f
1968,Nicholas,0.001443,m
1968,Sonya,0.001649,f
1968,Reginald,0.001437,m
1968,Crystal,0.001611,f
1968,Adam,0.001433,m
1968,Sheri,0.001589,f
1968,Shane,0.001415,m
1968,Jamie,0.001574,f
1968,Carlos,0.001406,m
1968,Darlene,0.001554,f
1968,Derek,0.001388,m
1968,Beverly,0.001516,f
1968,Kurt,0.00138,m
1968,Martha,0.001508,f
1968,Tommy,0.001332,m
1968,Penny,0.001506,f
1968,Erik,0.001331,m
1968,Yvonne,0.001505,f
1968,Eugene,0.001331,m
1968,Alicia,0.001502,f
1968,Ralph,0.001307,m
1968,Traci,0.001495,f
1968,Leonard,0.001271,m
1968,Joyce,0.00146,f
1968,Marvin,0.001269,m
1968,Shelley,0.001452,f
1968,Ernest,0.001263,m
1968,Sara,0.001437,f
1968,Ryan,0.001225,m
1968,Virginia,0.001437,f
1968,Eddie,0.001222,m
1968,Amanda,0.001421,f
1968,Howard,0.001213,m
1968,Danielle,0.001408,f
1968,Jesse,0.001211,m
1968,Cathy,0.001404,f
1968,Stanley,0.00121,m
1968,Marie,0.001389,f
1968,Antonio,0.001209,m
1968,Samantha,0.001368,f
1968,Dwayne,0.001174,m
1968,Kelli,0.001358,f
1968,Darrin,0.00117,m
1968,Kristi,0.001352,f
1968,Tim,0.001167,m
1968,Cassandra,0.001347,f
1968,Darryl,0.001164,m
1968,Judith,0.00134,f
1968,Travis,0.001163,m
1968,Carmen,0.001327,f
1968,Greg,0.001153,m
