year,name,fraction,sex
1929,Robert,0.054002,m
1929,Mary,0.054873,f
1929,James,0.047066,m
1929,Betty,0.03168,f
1929,John,0.047059,m
1929,Dorothy,0.027194,f
1929,William,0.043164,m
1929,Helen,0.018128,f
1929,Charles,0.027029,m
1929,Margaret,0.016593,f
1929,Richard,0.026705,m
1929,Doris,0.014252,f
1929,Donald,0.024545,m
1929,Barbara,0.013857,f
1929,George,0.020784,m
1929,Ruth,0.013835,f
1929,Joseph,0.019104,m
1929,Shirley,0.012595,f
1929,Edward,0.015558,m
1929,Patricia,0.011772,f
1929,Thomas,0.014689,m
1929,Virginia,0.011434,f
1929,Frank,0.011695,m
1929,Jean,0.010251,f
1929,Paul,0.011224,m
1929,Joan,0.010077,f
1929,Jack,0.010986,m
1929,Dolores,0.009936,f
1929,Raymond,0.010745,m
1929,Elizabeth,0.009719,f
1929,Harold,0.010544,m
1929,Frances,0.009582,f
1929,David,0.0102,m
1929,Lois,0.008891,f
1929,Kenneth,0.009786,m
1929,Mildred,0.008857,f
1929,Walter,0.008899,m
1929,Evelyn,0.008538,f
1929,Eugene,0.008168,m
1929,Anna,0.008424,f
1929,Henry,0.007737,m
1929,Alice,0.008188,f
1929,Arthur,0.007649,m
1929,Marie,0.007912,f
1929,Billy,0.007514,m
1929,Joyce,0.007427,f
1929,Albert,0.007288,m
1929,Phyllis,0.006908,f
1929,Herbert,0.007105,m
1929,Norma,0.00682,f
1929,Ralph,0.00696,m
1929,Rose,0.006728,f
1929,Harry,0.006446,m
1929,Martha,0.006598,f
1929,Carl,0.006222,m
1929,Gloria,0.006513,f
1929,Willie,0.005968,m
1929,Irene,0.006079,f
1929,Joe,0.005957,m
1929,Marjorie,0.006035,f
1929,Howard,0.005428,m
1929,Louise,0.005964,f
1929,Louis,0.005413,m
1929,Nancy,0.005939,f
1929,Gerald,0.005386,m
1929,Marilyn,0.005812,f
1929,Fred,0.005288,m
1929,Catherine,0.005421,f
1929,Roy,0.005248,m
1929,Florence,0.005369,f
1929,Earl,0.005181,m
1929,Ruby,0.005313,f
1929,Clarence,0.005172,m
1929,Annie,0.005142,f
1929,Lawrence,0.004791,m
1929,Eleanor,0.005068,f
1929,Francis,0.004759,m
1929,Beverly,0.005065,f
1929,Norman,0.004654,m
1929,Lillian,0.004934,f
1929,Alfred,0.004455,m
1929,Thelma,0.004732,f
1929,Leonard,0.004361,m
1929,Lorraine,0.004623,f
1929,Ernest,0.004288,m
1929,Geraldine,0.004609,f
1929,Anthony,0.004271,m
1929,Gladys,0.004605,f
1929,Ronald,0.00404,m
1929,Josephine,0.004576,f
1929,Marvin,0.003963,m
1929,Ann,0.00447,f
1929,Daniel,0.003943,m
1929,Donna,0.004439,f
1929,Stanley,0.003849,m
1929,June,0.004398,f
1929,Melvin,0.0037,m
1929,Theresa,0.004378,f
1929,Bobby,0.003543,m
1929,Pauline,0.004343,f
1929,Leroy,0.003445,m
1929,Edna,0.00426,f
1929,Bernard,0.003438,m
1929,Rita,0.004118,f
1929,Samuel,0.003222,m
1929,Marion,0.004002,f
1929,Michael,0.003127,m
1929,Grace,0.003946,f
1929,Peter,0.002904,m
1929,Bernice,0.003931,f
1929,Russell,0.002873,m
1929,Ethel,0.003902,f
1929,Ray,0.002868,m
1929,Lucille,0.003889,f
1929,Floyd,0.002781,m
1929,Audrey,0.003854,f
1929,Andrew,0.002779,m
1929,Edith,0.003849,f
1929,Leo,0.002726,m
1929,Juanita,0.003812,f
1929,Jerry,0.002698,m
1929,Wanda,0.003799,f
1929,Bill,0.002662,m
1929,Jane,0.003761,f
1929,Lloyd,0.00266,m
1929,Carol,0.003696,f
1929,Roger,0.002642,m
1929,Hazel,0.003597,f
1929,Theodore,0.002621,m
1929,Clara,0.003585,f
