year,name,fraction,sex,rank
2017,Liam,0.009528,m,1
2017,Emma,0.010518,f,1
2017,Noah,0.009341,m,2
2017,Olivia,0.009939,f,2
2017,William,0.007596,m,3
2017,Ava,0.008477,f,3
2017,James,0.007252,m,4
2017,Isabella,0.008067,f,4
2017,Logan,0.007103,m,5
2017,Sophia,0.007902,f,5
2017,Benjamin,0.007005,m,6
2017,Mia,0.007155,f,6
2017,Mason,0.006866,m,7
2017,Charlotte,0.006866,f,7
2017,Elijah,0.006777,m,8
2017,Amelia,0.006283,f,8
2017,Jacob,0.006691,m,9
2017,Evelyn,0.00569,f,9
2017,Oliver,0.006688,m,10
2017,Abigail,0.005633,f,10
2017,Lucas,0.006587,m,11
2017,Harper,0.005573,f,11
2017,Michael,0.006413,m,12
2017,Emily,0.005195,f,12
2017,Alexander,0.006351,m,13
2017,Elizabeth,0.00476,f,13
2017,Ethan,0.006306,m,14
2017,Avery,0.004358,f,14
2017,Daniel,0.005929,m,15
2017,Sofia,0.004332,f,15
2017,Matthew,0.005918,m,16
2017,Ella,0.004278,f,16
2017,Aiden,0.005733,m,17
2017,Madison,0.004184,f,17
2017,Henry,0.005299,m,18
2017,Scarlett,0.004089,f,18
2017,Joseph,0.005293,m,19
2017,Victoria,0.003871,f,19
2017,Jackson,0.005282,m,20
2017,Aria,0.003795,f,20
2017,Samuel,0.005277,m,21
2017,Grace,0.003742,f,21
2017,David,0.005168,m,22
2017,Chloe,0.003689,f,22
2017,Sebastian,0.005158,m,23
2017,Camila,0.00359,f,23
2017,Carter,0.004961,m,24
2017,Penelope,0.00353,f,24
2017,Wyatt,0.004913,m,25
2017,Riley,0.003372,f,25
2017,Jayden,0.004839,m,26
2017,Layla,0.003348,f,26
2017,John,0.00481,m,27
2017,Lillian,0.00327,f,27
2017,Owen,0.004734,m,28
2017,Nora,0.003214,f,28
2017,Dylan,0.004713,m,29
2017,Zoey,0.003211,f,29
2017,Luke,0.004663,m,30
2017,Mila,0.003164,f,30
2017,Gabriel,0.004634,m,31
