year,name,fraction,sex
1916,John,0.054206,m
1916,Mary,0.056587,f
1916,William,0.043781,m
1916,Helen,0.030083,f
1916,James,0.038524,m
1916,Dorothy,0.025251,f
1916,Robert,0.034378,m
1916,Margaret,0.022982,f
1916,Joseph,0.025867,m
1916,Ruth,0.021358,f
1916,Charles,0.025575,m
1916,Mildred,0.014399,f
1916,George,0.025322,m
1916,Anna,0.014026,f
1916,Edward,0.018418,m
1916,Elizabeth,0.01376,f
1916,Frank,0.016563,m
1916,Frances,0.012661,f
1916,Thomas,0.012995,m
1916,Virginia,0.011501,f
1916,Walter,0.012739,m
1916,Evelyn,0.010951,f
1916,Paul,0.011688,m
1916,Marie,0.010761,f
1916,Harold,0.011587,m
1916,Alice,0.009873,f
1916,Henry,0.011541,m
1916,Florence,0.00959,f
1916,Richard,0.010976,m
1916,Rose,0.008847,f
1916,Raymond,0.01036,m
1916,Lillian,0.008835,f
1916,Albert,0.009796,m
1916,Irene,0.00832,f
1916,Arthur,0.009664,m
1916,Louise,0.007949,f
1916,Harry,0.009181,m
1916,Edna,0.007944,f
1916,Donald,0.00838,m
1916,Catherine,0.0078,f
1916,Ralph,0.007674,m
1916,Josephine,0.007485,f
1916,Louis,0.007384,m
1916,Gladys,0.007386,f
1916,Carl,0.00735,m
1916,Ruby,0.007078,f
1916,Clarence,0.006828,m
1916,Martha,0.007009,f
1916,Howard,0.006685,m
1916,Ethel,0.007001,f
1916,Jack,0.006674,m
1916,Grace,0.006872,f
1916,Kenneth,0.006512,m
1916,Eleanor,0.006821,f
1916,David,0.006296,m
1916,Edith,0.006729,f
1916,Fred,0.006223,m
1916,Thelma,0.006715,f
1916,Willie,0.00613,m
1916,Lucille,0.006669,f
1916,Francis,0.006122,m
1916,Hazel,0.006645,f
1916,Earl,0.006015,m
1916,Doris,0.006596,f
1916,Roy,0.00577,m
1916,Pauline,0.00613,f
1916,Stanley,0.005556,m
1916,Esther,0.005914,f
1916,Joe,0.005319,m
1916,Gertrude,0.00575,f
1916,Ernest,0.005224,m
1916,Annie,0.005623,f
1916,Anthony,0.005144,m
1916,Marjorie,0.005403,f
1916,Lawrence,0.005136,m
1916,Beatrice,0.005145,f
1916,Eugene,0.005032,m
1916,Clara,0.005106,f
1916,Herbert,0.004835,m
1916,Ann,0.004921,f
1916,Samuel,0.004765,m
1916,Emma,0.004805,f
1916,Leonard,0.004688,m
1916,Bernice,0.004774,f
1916,Alfred,0.004635,m
1916,Lois,0.004743,f
1916,Michael,0.004559,m
1916,Betty,0.004731,f
1916,Elmer,0.004263,m
1916,Jean,0.00468,f
1916,Andrew,0.004032,m
1916,Julia,0.004666,f
1916,Leo,0.003921,m
1916,Marion,0.004636,f
1916,Norman,0.003909,m
1916,Elsie,0.004631,f
1916,Bernard,0.003765,m
1916,Bertha,0.004513,f
1916,Peter,0.00365,m
1916,Agnes,0.004471,f
1916,Russell,0.003607,m
1916,Katherine,0.004422,f
1916,Frederick,0.003601,m
1916,Sarah,0.004417,f
1916,Edwin,0.003573,m
1916,Anne,0.00421,f
1916,Chester,0.003479,m
1916,Ida,0.004019,f
1916,Daniel,0.003413,m
1916,Eva,0.003995,f
1916,Herman,0.003296,m
1916,Bessie,0.003797,f
1916,Melvin,0.003232,m
1916,Pearl,0.003751,f
1916,Lloyd,0.003169,m
1916,Myrtle,0.003647,f
1916,Lester,0.003149,m
1916,Viola,0.003636,f
1916,Floyd,0.003014,m
1916,Kathryn,0.003623,f
1916,Clifford,0.002997,m
1916,Nellie,0.003557,f
1916,Clyde,0.002932,m
1916,Jane,0.003524,f
1916,Leroy,0.002923,m
1916,Stella,0.003517,f
1916,Woodrow,0.00289,m
1916,Laura,0.003448,f
1916,Theodore,0.002862,m
1916,Mabel,0.003389,f
1916,Marvin,0.002739,m
1916,Vera,0.003336,f
1916,Vincent,0.002708,m
1916,Rita,0.003203,f
1916,Charlie,0.002616,m
1916,Jessie,0.003144,f
1916,Willard,0.002614,m
1916,Sylvia,0.003144,f
1916,Philip,0.00261,m
1916,Alma,0.003134,f
1916,Lewis,0.002571,m
1916,Minnie,0.003016,f
1916,Milton,0.00254,m
1916,Marian,0.002946,f
1916,Ray,0.002528,m
1916,Willie,0.00287,f
1916,Sam,0.002505,m
1916,Barbara,0.002867,f
1916,Vernon,0.002478,m
1916,Leona,0.002842,f
1916,Gerald,0.002449,m
1916,Genevieve,0.002821,f
1916,Jesse,0.002415,m
1916,Vivian,0.002808,f
