year,name,fraction,sex,rank
1942,James,0.054803,m,1
1942,Mary,0.045492,f,1
1942,Robert,0.051021,m,2
1942,Barbara,0.032173,f,2
1942,John,0.046891,m,3
1942,Patricia,0.028377,f,3
1942,William,0.038976,m,4
1942,Linda,0.022735,f,4
1942,Richard,0.030951,m,5
1942,Carol,0.021771,f,5
1942,David,0.02549,m,6
1942,Sandra,0.017975,f,6
1942,Charles,0.025454,m,7
1942,Judith,0.01783,f,7
1942,Thomas,0.022084,m,8
1942,Nancy,0.016776,f,8
1942,Ronald,0.019271,m,9
1942,Betty,0.015577,f,9
1942,Donald,0.01701,m,10
1942,Carolyn,0.014367,f,10
1942,Joseph,0.015924,m,11
1942,Sharon,0.01413,f,11
1942,Larry,0.015693,m,12
1942,Shirley,0.012765,f,12
1942,Michael,0.015428,m,13
1942,Joyce,0.01203,f,13
1942,George,0.015106,m,14
1942,Margaret,0.011902,f,14
1942,Kenneth,0.012929,m,15
1942,Judy,0.011268,f,15
1942,Jerry,0.012414,m,16
1942,Karen,0.011065,f,16
1942,Edward,0.012404,m,17
1942,Dorothy,0.010809,f,17
1942,Gary,0.012122,m,18
1942,Joan,0.010438,f,18
1942,Paul,0.011711,m,19
1942,Janet,0.009394,f,19
1942,Dennis,0.00943,m,20
1942,Donna,0.009339,f,20
1942,Frank,0.008695,m,21
1942,Susan,0.00864,f,21
1942,Gerald,0.00815,m,22
1942,Elizabeth,0.008044,f,22
1942,Douglas,0.007975,m,23
1942,Virginia,0.007771,f,23
1942,Raymond,0.007889,m,24
1942,Kathleen,0.007692,f,24
1942,Roger,0.006515,m,25
1942,Janice,0.007397,f,25
1942,Walter,0.006163,m,26
1942,Helen,0.007203,f,26
1942,Harold,0.006095,m,27
1942,Marilyn,0.007125,f,27
1942,Daniel,0.00604,m,28
1942,Diane,0.00687,f,28
1942,Arthur,0.0057,m,29
1942,Martha,0.00684,f,29
1942,Lawrence,0.005425,m,30
1942,Frances,0.006812,f,30
1942,Henry,0.005372,m,31
1942,Gloria,0.006795,f,31
1942,Stephen,0.005327,m,32
1942,Beverly,0.006767,f,32
1942,Joe,0.005241,m,33
1942,Ruth,0.006701,f,33
1942,Jack,0.005227,m,34
1942,Bonnie,0.006346,f,34
1942,Billy,0.005192,m,35
1942,Carole,0.006048,f,35
1942,Carl,0.005159,m,36
1942,Jean,0.005937,f,36
1942,Willie,0.005034,m,37
1942,Phyllis,0.005603,f,37
1942,Ralph,0.004711,m,38
1942,Ann,0.005513,f,38
1942,Peter,0.004678,m,39
1942,Alice,0.005308,f,39
1942,Albert,0.004613,m,40
1942,Brenda,0.005205,f,40
1942,Wayne,0.004604,m,41
1942,Doris,0.005162,f,41
1942,Roy,0.00448,m,42
1942,Peggy,0.004731,f,42
1942,Bobby,0.004438,m,43
1942,Marie,0.004715,f,43
1942,Anthony,0.00441,m,44
1942,Lois,0.004606,f,44
1942,Eugene,0.004325,m,45
1942,Elaine,0.004304,f,45
1942,Fred,0.004323,m,46
1942,Jane,0.004105,f,46
1942,Jimmy,0.004225,m,47
1942,Geraldine,0.003911,f,47
1942,Harry,0.003997,m,48
1942,Joanne,0.003842,f,48
1942,Howard,0.003955,m,49
1942,Catherine,0.003788,f,49
1942,Bruce,0.003824,m,50
1942,Rose,0.003778,f,50
1942,Louis,0.003658,m,51
1942,Charlotte,0.003612,f,51
1942,Terry,0.003416,m,52
1942,Norma,0.003575,f,52
1942,Norman,0.003324,m,53
1942,Evelyn,0.003551,f,53
1942,Philip,0.003267,m,54
1942,Wanda,0.003446,f,54
1942,Johnny,0.003257,m,55
1942,Rita,0.003384,f,55
1942,Stanley,0.003257,m,56
1942,Sally,0.003349,f,56
1942,Leonard,0.003104,m,57
1942,Patsy,0.003279,f,57
1942,Francis,0.003051,m,58
1942,Joann,0.003241,f,58
1942,Samuel,0.002978,m,59
1942,Anna,0.003227,f,59
1942,Melvin,0.002973,m,60
1942,Gail,0.003196,f,60
1942,Ernest,0.002896,m,61
1942,Louise,0.003123,f,61
1942,Earl,0.002875,m,62
1942,Annie,0.003088,f,62
1942,Dale,0.002743,m,63
1942,Dolores,0.003069,f,63
1942,Patrick,0.002702,m,64
1942,Ellen,0.003018,f,64
1942,Bill,0.002695,m,65
1942,Jo,0.003002,f,65
1942,Marvin,0.002693,m,66
1942,Roberta,0.002952,f,66
1942,Clarence,0.002656,m,67
1942,Sarah,0.002949,f,67
1942,Frederick,0.002654,m,68
1942,Diana,0.002774,f,68
1942,Leroy,0.002641,m,69
1942,Jacqueline,0.002755,f,69
1942,Russell,0.002608,m,70
1942,Connie,0.002749,f,70
1942,Allen,0.002537,m,71
1942,Mildred,0.002738,f,71
1942,Don,0.002531,m,72
1942,Sylvia,0.002682,f,72
1942,Tommy,0.002505,m,73
1942,Sue,0.002611,f,73
1942,Jim,0.002496,m,74
1942,Marjorie,0.002607,f,74
1942,Steven,0.002489,m,75
1942,Kay,0.002606,f,75
1942,Alfred,0.002419,m,76
1942,Anne,0.002535,f,76
1942,Phillip,0.002397,m,77
1942,Ruby,0.002532,f,77
1942,Ronnie,0.002387,m,78
1942,Darlene,0.002528,f,78
1942,Barry,0.002277,m,79
1942,Loretta,0.00245,f,79
1942,Andrew,0.002231,m,80
1942,Irene,0.002432,f,80
1942,Alan,0.002226,m,81
1942,Katherine,0.002429,f,81
1942,Gene,0.002221,m,82
1942,Kathryn,0.00241,f,82
1942,Herbert,0.002208,m,83
1942,Arlene,0.002396,f,83
1942,Ray,0.002177,m,84
1942,Marlene,0.002339,f,84
1942,Martin,0.002163,m,85
1942,Rebecca,0.002331,f,85
1942,Eddie,0.002145,m,86
1942,Delores,0.002281,f,86
1942,Lee,0.002075,m,87
1942,Eleanor,0.002276,f,87
1942,Glenn,0.002052,m,88
1942,Eileen,0.002234,f,88
1942,Tom,0.002042,m,89
1942,Glenda,0.002222,f,89
1942,Bernard,0.001934,m,90
1942,Juanita,0.002212,f,90
1942,Theodore,0.001892,m,91
1942,Lorraine,0.002165,f,91
1942,Gordon,0.001851,m,92
1942,Rosemary,0.00216,f,92
1942,Leon,0.001809,m,93
1942,Anita,0.002156,f,93
1942,Jimmie,0.001804,m,94
1942,Sheila,0.002138,f,94
1942,Clifford,0.001799,m,95
1942,Julia,0.002089,f,95
