year,name,fraction,sex
1894,John,0.06596,m
1894,Mary,0.055731,f
1894,William,0.058241,m
1894,Anna,0.023583,f
1894,James,0.040915,m
1894,Margaret,0.015684,f
1894,George,0.03495,m
1894,Helen,0.015578,f
1894,Charles,0.03033,m
1894,Elizabeth,0.014514,f
1894,Joseph,0.023836,m
1894,Ruth,0.01429,f
1894,Frank,0.022923,m
1894,Ethel,0.01393,f
1894,Robert,0.019993,m
1894,Florence,0.013701,f
1894,Henry,0.018239,m
1894,Emma,0.012446,f
1894,Harry,0.017527,m
1894,Marie,0.011226,f
1894,Edward,0.017447,m
1894,Clara,0.011031,f
1894,Thomas,0.017375,m
1894,Minnie,0.010984,f
1894,Walter,0.016094,m
1894,Bessie,0.010679,f
1894,Arthur,0.013708,m
1894,Bertha,0.010578,f
1894,Fred,0.01181,m
1894,Edna,0.010416,f
1894,Albert,0.011586,m
1894,Lillian,0.010344,f
1894,Clarence,0.009488,m
1894,Alice,0.01023,f
1894,Roy,0.008151,m
1894,Annie,0.010141,f
1894,Willie,0.007895,m
1894,Grace,0.010005,f
1894,Earl,0.007174,m
1894,Mabel,0.009412,f
1894,Louis,0.006958,m
1894,Ida,0.009302,f
1894,Carl,0.006894,m
1894,Rose,0.00901,f
1894,Paul,0.006598,m
1894,Hazel,0.008912,f
1894,Ernest,0.006574,m
1894,Martha,0.00834,f
1894,Richard,0.006469,m
1894,Gertrude,0.008086,f
1894,Samuel,0.006213,m
1894,Edith,0.007713,f
1894,Raymond,0.006141,m
1894,Myrtle,0.007704,f
1894,Joe,0.005933,m
1894,Pearl,0.007581,f
1894,David,0.005837,m
1894,Frances,0.007526,f
1894,Charlie,0.005637,m
1894,Nellie,0.007488,f
1894,Ralph,0.005541,m
1894,Ella,0.007463,f
1894,Harold,0.005525,m
1894,Laura,0.007331,f
1894,Howard,0.0049,m
1894,Elsie,0.007272,f
1894,Oscar,0.004812,m
1894,Sarah,0.007208,f
1894,Andrew,0.004756,m
1894,Eva,0.00709,f
1894,Herbert,0.004684,m
1894,Esther,0.007009,f
1894,Elmer,0.004604,m
1894,Louise,0.006658,f
1894,Jesse,0.00454,m
1894,Agnes,0.00623,f
1894,Will,0.004476,m
1894,Carrie,0.006153,f
1894,Alfred,0.004172,m
1894,Lillie,0.006069,f
1894,Daniel,0.004123,m
1894,Catherine,0.00606,f
1894,Leo,0.004123,m
1894,Lena,0.005763,f
1894,Sam,0.004059,m
1894,Irene,0.005708,f
1894,Benjamin,0.003755,m
1894,Hattie,0.005615,f
1894,Lee,0.003643,m
1894,Julia,0.005594,f
1894,Floyd,0.003563,m
1894,Cora,0.00559,f
1894,Jack,0.003531,m
1894,Gladys,0.005331,f
1894,Herman,0.003467,m
1894,Josephine,0.005323,f
1894,Lawrence,0.003443,m
1894,Mattie,0.005246,f
1894,Francis,0.003387,m
1894,Mildred,0.00517,f
1894,Michael,0.003387,m
1894,Jennie,0.005128,f
1894,Eugene,0.003371,m
1894,Alma,0.004988,f
1894,Claude,0.003355,m
1894,Maude,0.004848,f
1894,Frederick,0.003307,m
1894,Mae,0.004806,f
1894,Peter,0.003131,m
1894,Jessie,0.004746,f
1894,Clyde,0.003091,m
1894,Blanche,0.004623,f
1894,Ray,0.003035,m
1894,Lucy,0.004564,f
1894,Edwin,0.00293,m
1894,Dorothy,0.004458,f
1894,Lewis,0.002874,m
1894,Mamie,0.00442,f
1894,Leonard,0.002746,m
1894,Lula,0.004416,f
1894,Tom,0.002746,m
1894,Stella,0.004386,f
1894,Ben,0.00261,m
1894,Ada,0.004314,f
1894,Chester,0.002602,m
1894,Fannie,0.004251,f
1894,Edgar,0.002506,m
1894,Katherine,0.004017,f
1894,Clifford,0.002458,m
1894,Viola,0.003839,f
1894,Martin,0.002394,m
1894,Maggie,0.003793,f
1894,Harvey,0.002346,m
1894,Ruby,0.003704,f
1894,Jacob,0.002338,m
1894,Nora,0.003619,f
1894,Lester,0.00233,m
1894,Dora,0.003505,f
1894,Jim,0.002298,m
1894,Rosa,0.003305,f
1894,Luther,0.002282,m
1894,May,0.003233,f
1894,Russell,0.002226,m
1894,Ellen,0.003216,f
1894,Homer,0.002186,m
1894,Sadie,0.003157,f
1894,Otto,0.002162,m
1894,Effie,0.003017,f
1894,Hugh,0.002154,m
1894,Willie,0.003005,f
1894,Guy,0.00209,m
1894,Beatrice,0.002899,f
1894,Anthony,0.002058,m
1894,Della,0.002886,f
1894,Bernard,0.00205,m
1894,Susie,0.002873,f
1894,Jessie,0.002042,m
1894,Beulah,0.002861,f
1894,Lloyd,0.002026,m
1894,Pauline,0.00278,f
1894,Ed,0.00193,m
1894,Daisy,0.002733,f
1894,Theodore,0.00193,m
1894,Nettie,0.00267,f
1894,Leroy,0.001914,m
1894,Marguerite,0.002644,f
1894,Leon,0.00189,m
1894,Flora,0.002623,f
1894,Patrick,0.001834,m
1894,Lydia,0.002619,f
1894,Everett,0.00181,m
1894,Vera,0.002619,f
1894,Leslie,0.001786,m
1894,Lottie,0.00253,f
1894,Oliver,0.001778,m
1894,Olive,0.002496,f
1894,Allen,0.001753,m
1894,Marion,0.002488,f
1894,Stanley,0.001745,m
1894,Sallie,0.002475,f
1894,Philip,0.001713,m
1894,Virginia,0.002471,f
1894,Archie,0.001657,m
1894,Lizzie,0.002382,f
1894,Ira,0.001649,m
1894,Emily,0.002335,f
1894,Eddie,0.001625,m
1894,Georgia,0.002267,f
1894,Alexander,0.001593,m
1894,Katie,0.002225,f
1894,Norman,0.001593,m
1894,Kathryn,0.002204,f
1894,Horace,0.001569,m
1894,Etta,0.002199,f
1894,Bert,0.001497,m
1894,Nancy,0.002182,f
1894,Charley,0.001489,m
1894,Evelyn,0.002081,f
1894,Victor,0.001441,m
1894,Charlotte,0.002051,f
1894,Julius,0.001425,m
1894,Theresa,0.002051,f
1894,Cecil,0.001401,m
1894,Addie,0.002038,f
1894,Stephen,0.001393,m
1894,Caroline,0.002004,f
1894,Percy,0.001385,m
1894,Leona,0.001996,f
1894,Isaac,0.001361,m
1894,Ann,0.001992,f
1894,Donald,0.001353,m
1894,Hilda,0.001992,f
1894,Sidney,0.001345,m
1894,Ollie,0.001915,f
1894,Alvin,0.001337,m
1894,Eleanor,0.001907,f
1894,August,0.001297,m
1894,Lucille,0.001865,f
1894,Milton,0.001249,m
1894,Anne,0.00181,f
1894,Marion,0.001233,m
1894,Iva,0.001797,f
1894,Alex,0.001217,m
1894,Amanda,0.001771,f
1894,Wesley,0.001193,m
1894,Lela,0.00175,f
1894,Glenn,0.001137,m
1894,Harriet,0.001742,f
1894,Warren,0.001129,m
1894,Lola,0.001725,f
1894,Gilbert,0.001113,m
1894,Ora,0.001712,f
1894,Lonnie,0.001105,m
1894,Henrietta,0.001695,f
1894,Willis,0.001065,m
1894,Rebecca,0.001691,f
1894,Earnest,0.001049,m
1894,Amelia,0.001653,f
