year,name,fraction,sex
1995,Michael,0.020591,m
1995,Jessica,0.014542,f
1995,Matthew,0.016349,m
1995,Ashley,0.013848,f
1995,Christopher,0.016248,m
1995,Emily,0.01269,f
1995,Jacob,0.015479,m
1995,Samantha,0.011268,f
1995,Joshua,0.015275,m
1995,Sarah,0.011124,f
1995,Nicholas,0.0145,m
1995,Taylor,0.010633,f
1995,Tyler,0.014499,m
1995,Hannah,0.008856,f
1995,Brandon,0.013379,m
1995,Brittany,0.008577,f
1995,Daniel,0.013283,m
1995,Amanda,0.008508,f
1995,Austin,0.012883,m
1995,Elizabeth,0.008425,f
1995,Andrew,0.012852,m
1995,Kayla,0.008373,f
1995,Joseph,0.012602,m
1995,Rachel,0.008351,f
1995,John,0.011554,m
1995,Megan,0.008084,f
1995,Zachary,0.011502,m
1995,Alexis,0.007459,f
1995,Ryan,0.011482,m
1995,Lauren,0.006998,f
1995,David,0.011453,m
1995,Stephanie,0.006756,f
1995,James,0.011303,m
1995,Courtney,0.006648,f
1995,Justin,0.010732,m
1995,Jennifer,0.006603,f
1995,Anthony,0.010185,m
1995,Nicole,0.00639,f
1995,William,0.010024,m
1995,Victoria,0.006377,f
1995,Alexander,0.009671,m
1995,Brianna,0.006184,f
1995,Robert,0.009241,m
1995,Amber,0.005706,f
1995,Jonathan,0.009027,m
1995,Morgan,0.005661,f
1995,Kyle,0.008334,m
1995,Danielle,0.005543,f
1995,Kevin,0.007883,m
1995,Jasmine,0.005351,f
1995,Cody,0.007741,m
1995,Alexandra,0.005289,f
1995,Thomas,0.007042,m
1995,Alyssa,0.005257,f
1995,Christian,0.006868,m
1995,Rebecca,0.005155,f
1995,Jordan,0.006747,m
1995,Madison,0.005088,f
1995,Aaron,0.006607,m
1995,Katherine,0.004678,f
1995,Benjamin,0.006322,m
1995,Anna,0.004455,f
1995,Eric,0.006206,m
1995,Haley,0.004271,f
1995,Samuel,0.006182,m
1995,Kelsey,0.004259,f
1995,Dylan,0.006011,m
1995,Allison,0.00423,f
1995,Jose,0.005858,m
1995,Melissa,0.0041,f
1995,Brian,0.005464,m
1995,Abigail,0.004071,f
1995,Steven,0.005302,m
1995,Kimberly,0.004031,f
1995,Adam,0.005213,m
1995,Shelby,0.003973,f
1995,Nathan,0.005124,m
1995,Olivia,0.003969,f
1995,Timothy,0.004867,m
1995,Mary,0.003872,f
1995,Jason,0.004476,m
1995,Michelle,0.003847,f
1995,Richard,0.004368,m
1995,Kaitlyn,0.003844,f
1995,Patrick,0.004313,m
1995,Sydney,0.00383,f
1995,Charles,0.004214,m
1995,Maria,0.003641,f
1995,Sean,0.004061,m
1995,Christina,0.003618,f
1995,Jesse,0.003725,m
1995,Tiffany,0.00361,f
