year,name,fraction,sex,rank
1980,Michael,0.037027,m,1
1980,Jennifer,0.032794,f,1
1980,Christopher,0.026467,m,2
1980,Amanda,0.02012,f,2
1980,Jason,0.025974,m,3
1980,Jessica,0.019054,f,3
1980,David,0.022603,m,4
1980,Melissa,0.017769,f,4
1980,James,0.021196,m,5
1980,Sarah,0.014463,f,5
1980,Matthew,0.020413,m,6
1980,Heather,0.011219,f,6
1980,Joshua,0.019443,m,7
1980,Nicole,0.011188,f,7
1980,John,0.019017,m,8
1980,Amy,0.01114,f,8
1980,Robert,0.018479,m,9
1980,Elizabeth,0.010971,f,9
1980,Joseph,0.016279,m,10
1980,Michelle,0.010741,f,10
1980,Daniel,0.016117,m,11
1980,Kimberly,0.010391,f,11
1980,Brian,0.015486,m,12
1980,Angela,0.010093,f,12
1980,Justin,0.014426,m,13
1980,Stephanie,0.010022,f,13
1980,William,0.013832,m,14
1980,Tiffany,0.009115,f,14
1980,Ryan,0.01337,m,15
1980,Christina,0.009066,f,15
1980,Eric,0.012198,m,16
1980,Lisa,0.008797,f,16
1980,Nicholas,0.011337,m,17
1980,Rebecca,0.008585,f,17
1980,Jeremy,0.010732,m,18
1980,Crystal,0.008009,f,18
1980,Andrew,0.010636,m,19
1980,Kelly,0.007704,f,19
1980,Timothy,0.010328,m,20
1980,Erin,0.007546,f,20
1980,Jonathan,0.01024,m,21
1980,Laura,0.007256,f,21
1980,Adam,0.010176,m,22
1980,Amber,0.007052,f,22
1980,Kevin,0.009694,m,23
1980,Rachel,0.006529,f,23
1980,Anthony,0.009498,m,24
1980,Jamie,0.006473,f,24
1980,Thomas,0.009471,m,25
1980,April,0.006446,f,25
1980,Richard,0.008982,m,26
1980,Mary,0.006446,f,26
1980,Jeffrey,0.008833,m,27
1980,Sara,0.006262,f,27
1980,Steven,0.008581,m,28
1980,Andrea,0.005871,f,28
1980,Charles,0.008065,m,29
1980,Shannon,0.005431,f,29
1980,Brandon,0.007635,m,30
1980,Megan,0.005134,f,30
1980,Mark,0.007631,m,31
1980,Emily,0.00506,f,31
1980,Benjamin,0.007351,m,32
1980,Julie,0.005004,f,32
1980,Scott,0.007177,m,33
1980,Danielle,0.004968,f,33
1980,Aaron,0.007102,m,34
1980,Erica,0.00492,f,34
1980,Paul,0.006372,m,35
1980,Katherine,0.004504,f,35
1980,Nathan,0.006007,m,36
