year,name,fraction,sex,rank
1965,Michael,0.042754,m,1
1965,Lisa,0.032981,f,1
1965,John,0.037748,m,2
1965,Mary,0.018753,f,2
1965,David,0.0358,m,3
1965,Karen,0.017989,f,3
1965,James,0.035722,m,4
1965,Kimberly,0.015778,f,4
1965,Robert,0.033309,m,5
1965,Susan,0.014407,f,5
1965,William,0.021173,m,6
1965,Patricia,0.012889,f,6
1965,Mark,0.020191,m,7
1965,Donna,0.01078,f,7
1965,Richard,0.019444,m,8
1965,Linda,0.010582,f,8
1965,Thomas,0.016688,m,9
1965,Cynthia,0.010531,f,9
1965,Jeffrey,0.015611,m,10
1965,Angela,0.01026,f,10
1965,Joseph,0.015118,m,11
1965,Tammy,0.009854,f,11
1965,Timothy,0.014958,m,12
1965,Pamela,0.009562,f,12
1965,Kevin,0.014873,m,13
1965,Deborah,0.009349,f,13
1965,Steven,0.014766,m,14
1965,Julie,0.009295,f,14
1965,Scott,0.013428,m,15
1965,Sandra,0.00896,f,15
1965,Paul,0.013153,m,16
1965,Elizabeth,0.008932,f,16
1965,Daniel,0.01311,m,17
1965,Laura,0.008873,f,17
1965,Christopher,0.013002,m,18
1965,Michelle,0.008872,f,18
1965,Brian,0.012955,m,19
1965,Lori,0.00859,f,19
1965,Charles,0.012397,m,20
1965,Jennifer,0.008322,f,20
1965,Kenneth,0.011965,m,21
1965,Christine,0.008319,f,21
1965,Anthony,0.010732,m,22
1965,Sharon,0.008281,f,22
1965,Gregory,0.009608,m,23
1965,Brenda,0.008241,f,23
1965,Ronald,0.009298,m,24
1965,Teresa,0.007978,f,24
1965,Eric,0.008885,m,25
1965,Barbara,0.007675,f,25
1965,Donald,0.008462,m,26
1965,Dawn,0.007299,f,26
1965,Gary,0.008057,m,27
1965,Debra,0.007167,f,27
1965,Stephen,0.007731,m,28
1965,Denise,0.007132,f,28
1965,Edward,0.007607,m,29
1965,Tina,0.007019,f,29
1965,Todd,0.007355,m,30
1965,Kelly,0.006983,f,30
1965,Patrick,0.006829,m,31
1965,Cheryl,0.00687,f,31
1965,Douglas,0.00675,m,32
1965,Nancy,0.006706,f,32
1965,Rodney,0.005848,m,33
1965,Robin,0.006562,f,33
1965,George,0.005635,m,34
1965,Kathleen,0.006445,f,34
1965,Keith,0.005635,m,35
1965,Amy,0.006309,f,35
1965,Matthew,0.005272,m,36
1965,Tracy,0.006114,f,36
1965,Andrew,0.005108,m,37
1965,Rhonda,0.005992,f,37
1965,Larry,0.004961,m,38
1965,Melissa,0.005781,f,38
1965,Peter,0.004958,m,39
1965,Wendy,0.005735,f,39
1965,Terry,0.004797,m,40
1965,Diane,0.005671,f,40
1965,Jerry,0.00476,m,41
1965,Rebecca,0.005588,f,41
1965,Randy,0.004677,m,42
1965,Carol,0.005526,f,42
1965,Frank,0.004392,m,43
1965,Kim,0.005518,f,43
1965,Dennis,0.004334,m,44
1965,Stephanie,0.005343,f,44
1965,Raymond,0.004247,m,45
1965,Theresa,0.005298,f,45
1965,Craig,0.004153,m,46
1965,Maria,0.005185,f,46
1965,Jeffery,0.004082,m,47
1965,Jacqueline,0.005152,f,47
1965,Tony,0.003599,m,48
1965,Michele,0.004741,f,48
1965,Roger,0.003394,m,49
1965,Paula,0.00433,f,49
1965,Bruce,0.003337,m,50
1965,Sheila,0.004324,f,50
1965,Mike,0.003187,m,51
1965,Jill,0.00428,f,51
1965,Darren,0.003132,m,52
1965,Margaret,0.004264,f,52
1965,Troy,0.003091,m,53
1965,Cindy,0.004256,f,53
1965,Carl,0.00306,m,54
1965,Kathy,0.004249,f,54
1965,Steve,0.003,m,55
1965,Janet,0.004188,f,55
1965,Danny,0.002995,m,56
1965,Sherry,0.00404,f,56
1965,Ricky,0.002986,m,57
1965,Catherine,0.003965,f,57
1965,Russell,0.00298,m,58
1965,Carolyn,0.003812,f,58
1965,Alan,0.002964,m,59
1965,Ann,0.003711,f,59
1965,Chris,0.002893,m,60
1965,Laurie,0.003576,f,60
1965,Vincent,0.002865,m,61
1965,Connie,0.003368,f,61
1965,Jeff,0.002855,m,62
1965,Debbie,0.003332,f,62
1965,Bryan,0.002819,m,63
1965,Andrea,0.003328,f,63
1965,Gerald,0.002772,m,64
1965,Diana,0.003244,f,64
1965,Wayne,0.0027,m,65
1965,Suzanne,0.003236,f,65
1965,Lawrence,0.002619,m,66
1965,Beth,0.003159,f,66
1965,Martin,0.002604,m,67
1965,Valerie,0.003091,f,67
1965,Darryl,0.002599,m,68
1965,Renee,0.003008,f,68
1965,Shawn,0.002599,m,69
1965,Terri,0.002942,f,69
1965,Phillip,0.002582,m,70
1965,Gina,0.002883,f,70
1965,Joe,0.002551,m,71
1965,Annette,0.002878,f,71
1965,Bradley,0.002526,m,72
1965,Monica,0.002799,f,72
1965,Randall,0.002509,m,73
1965,Janice,0.002753,f,73
1965,Jonathan,0.002495,m,74
1965,Christina,0.002722,f,74
1965,Curtis,0.002474,m,75
1965,Leslie,0.002668,f,75
1965,Johnny,0.002472,m,76
1965,Carla,0.002616,f,76
1965,Billy,0.002455,m,77
1965,Anne,0.002585,f,77
1965,Jon,0.002427,m,78
1965,Dana,0.002585,f,78
1965,Sean,0.002426,m,79
1965,Katherine,0.002576,f,79
1965,Bobby,0.002422,m,80
1965,Lynn,0.002554,f,80
1965,Jimmy,0.00239,m,81
1965,Wanda,0.002547,f,81
1965,Walter,0.002367,m,82
1965,Regina,0.002489,f,82
1965,Dale,0.002322,m,83
1965,Darlene,0.002385,f,83
1965,Samuel,0.00232,m,84
1965,Stacey,0.002337,f,84
1965,Glenn,0.002301,m,85
1965,Tracey,0.002331,f,85
1965,Barry,0.002283,m,86
1965,Judy,0.002321,f,86
1965,Philip,0.002258,m,87
1965,Kathryn,0.002276,f,87
1965,Dean,0.002162,m,88
1965,Cathy,0.002273,f,88
1965,Jose,0.002093,m,89
1965,Joyce,0.002259,f,89
1965,Jay,0.002081,m,90
1965,Bonnie,0.002259,f,90
1965,Darrell,0.002054,m,91
1965,Sherri,0.002224,f,91
1965,Allen,0.002025,m,92
1965,Sarah,0.002221,f,92
1965,Willie,0.002009,m,93
1965,Colleen,0.002205,f,93
1965,Henry,0.002006,m,94
1965,Anita,0.0022,f,94
1965,Roy,0.001997,m,95
1965,Jane,0.002148,f,95
1965,Arthur,0.001993,m,96
1965,Anna,0.002146,f,96
1965,Tim,0.001963,m,97
1965,Penny,0.002133,f,97
1965,Victor,0.001945,m,98
1965,Shelly,0.002107,f,98
1965,Harold,0.001867,m,99
1965,Martha,0.002079,f,99
1965,Albert,0.001804,m,100
1965,Melinda,0.002078,f,100
1965,Louis,0.001727,m,101
1965,Beverly,0.002065,f,101
1965,Darrin,0.001719,m,102
1965,Judith,0.001959,f,102
1965,Ralph,0.001702,m,103
1965,Betty,0.001951,f,103
1965,Jack,0.001689,m,104
1965,Tamara,0.001949,f,104
1965,Greg,0.00168,m,105
1965,Heidi,0.001947,f,105
1965,Frederick,0.001665,m,106
1965,Marie,0.001908,f,106
1965,Ronnie,0.00166,m,107
1965,Maureen,0.001904,f,107
1965,Marc,0.001612,m,108
1965,Victoria,0.001903,f,108
1965,Marvin,0.001567,m,109
1965,Gloria,0.001883,f,109
1965,Tracy,0.001547,m,110
1965,Deanna,0.001864,f,110
1965,Jason,0.001525,m,111
1965,Shirley,0.001843,f,111
1965,Kurt,0.001519,m,112
1965,Jean,0.001841,f,112
1965,Eddie,0.001514,m,113
1965,Holly,0.001838,f,113
1965,Joel,0.001509,m,114
1965,Vicki,0.001822,f,114
1965,Stanley,0.001485,m,115
1965,Virginia,0.001803,f,115
1965,Lee,0.001463,m,116
1965,Joan,0.001795,f,116
1965,Jim,0.001463,m,117
1965,Ellen,0.001779,f,117
1965,Micheal,0.001459,m,118
1965,Ruth,0.001768,f,118
1965,Tommy,0.001435,m,119
1965,Stacy,0.001754,f,119
1965,Eugene,0.001433,m,120
1965,Kristine,0.001731,f,120
1965,Leonard,0.001432,m,121
1965,Joanne,0.001724,f,121
1965,Howard,0.001413,m,122
1965,Melanie,0.001705,f,122
1965,Darin,0.00138,m,123
1965,Peggy,0.001699,f,123
1965,Ernest,0.00136,m,124
1965,Julia,0.001697,f,124
1965,Adam,0.001352,m,125
1965,Veronica,0.001683,f,125
1965,Dwayne,0.00133,m,126
1965,Rita,0.001677,f,126
1965,Tom,0.001319,m,127
1965,Jodi,0.001671,f,127
1965,Reginald,0.001304,m,128
1965,Allison,0.001665,f,128
1965,Derrick,0.001276,m,129
1965,Tonya,0.001625,f,129
1965,Aaron,0.001273,m,130
1965,Dorothy,0.00162,f,130
1965,Brent,0.001272,m,131
1965,Sylvia,0.001619,f,131
1965,Brett,0.001237,m,132
1965,Yvonne,0.001616,f,132
1965,Benjamin,0.001234,m,133
1965,Rose,0.001568,f,133
1965,Norman,0.001215,m,134
1965,Gail,0.001564,f,134
1965,Duane,0.0012,m,135
1965,Kristin,0.001548,f,135
1965,Kelly,0.001192,m,136
1965,April,0.001539,f,136
1965,Rick,0.001189,m,137
1965,Helen,0.001533,f,137
1965,Melvin,0.001177,m,138
1965,Vickie,0.001523,f,138
1965,Jesse,0.001168,m,139
1965,Yolanda,0.001509,f,139
1965,Juan,0.001159,m,140
1965,Jamie,0.001503,f,140
1965,Fred,0.001134,m,141
1965,Sheri,0.001439,f,141
1965,Jerome,0.001131,m,142
1965,Charlene,0.001418,f,142
1965,Theodore,0.00113,m,143
1965,Becky,0.001417,f,143
1965,Carlos,0.001123,m,144
1965,Shannon,0.001406,f,144
1965,Erik,0.001119,m,145
1965,Alice,0.001405,f,145
1965,Harry,0.001114,m,146
1965,Crystal,0.001391,f,146
1965,Ray,0.001104,m,147
1965,Sheryl,0.001387,f,147
1965,Brad,0.001102,m,148
1965,Shelley,0.001383,f,148
1965,Nicholas,0.001093,m,149
1965,Heather,0.001368,f,149
1965,Glen,0.001092,m,150
1965,Elaine,0.001367,f,150
1965,Bill,0.001088,m,151
1965,Marilyn,0.001363,f,151
1965,Kirk,0.001086,m,152
1965,Carrie,0.001359,f,152
1965,Calvin,0.00108,m,153
1965,Charlotte,0.001353,f,153
1965,Karl,0.001068,m,154
1965,Yvette,0.001349,f,154
1965,Dan,0.001052,m,155
1965,Phyllis,0.001348,f,155
1965,Earl,0.001027,m,156
1965,Jackie,0.001337,f,156
1965,Don,0.001008,m,157
1965,Eileen,0.001324,f,157
1965,Edwin,0.001006,m,158
1965,Joann,0.001311,f,158
1965,Mitchell,0.000993,m,159
1965,Alicia,0.001289,f,159
1965,Wesley,0.000983,m,160
1965,Sonya,0.001288,f,160
1965,Kent,0.000976,m,161
1965,Toni,0.001273,f,161
1965,Warren,0.000963,m,162
1965,Sally,0.001269,f,162
1965,Clifford,0.000961,m,163
1965,Frances,0.001238,f,163
1965,Francis,0.000958,m,164
1965,Felicia,0.0012,f,164
1965,Andre,0.000953,m,165
1965,Carmen,0.001175,f,165
1965,Clarence,0.000951,m,166
1965,Jeanne,0.001175,f,166
1965,Derek,0.00095,m,167
1965,Roberta,0.001166,f,167
1965,Antonio,0.00094,m,168
1965,Traci,0.001138,f,168
1965,Lance,0.000926,m,169
1965,Jeanette,0.001132,f,169
1965,Bernard,0.000883,m,170
1965,Lorraine,0.001127,f,170
1965,Alfred,0.000873,m,171
1965,Norma,0.001121,f,171
1965,Tyrone,0.000828,m,172
1965,Belinda,0.001109,f,172
1965,Leroy,0.000811,m,173
1965,Terry,0.001106,f,173
1965,Luis,0.000807,m,174
1965,Tanya,0.001105,f,174
1965,Lonnie,0.000793,m,175
1965,Rachel,0.001101,f,175
1965,Manuel,0.000792,m,176
1965,Evelyn,0.001096,f,176
1965,Kerry,0.000778,m,177
1965,Joy,0.001081,f,177
1965,Gordon,0.000763,m,178
1965,Sara,0.00108,f,178
1965,Daryl,0.000754,m,179
1965,Samantha,0.001073,f,179
1965,Maurice,0.000749,m,180
1965,Natalie,0.001063,f,180
1965,Leslie,0.000748,m,181
1965,Ronda,0.001046,f,181
1965,Nathan,0.000748,m,182
1965,Shelia,0.001035,f,182
1965,Herbert,0.000727,m,183
1965,Jo,0.001013,f,183
1965,Marcus,0.000725,m,184
1965,Shari,0.00101,f,184
1965,Franklin,0.000723,m,185
1965,Loretta,0.001006,f,185
1965,Perry,0.00072,m,186
1965,Constance,0.001004,f,186
1965,Guy,0.000719,m,187
1965,Caroline,0.000993,f,187
1965,Vernon,0.000716,m,188
1965,Karla,0.000987,f,188
1965,Gilbert,0.000711,m,189
1965,Kimberley,0.000984,f,189
1965,Alvin,0.000701,m,190
1965,Sue,0.000971,f,190
1965,Alexander,0.000698,m,191
1965,Kristen,0.000945,f,191
1965,Neil,0.000696,m,192
1965,Tami,0.000942,f,192
1965,Gene,0.00069,m,193
1965,Sandy,0.000933,f,193
1965,Wade,0.000687,m,194
1965,Gwendolyn,0.000931,f,194
1965,Stuart,0.000684,m,195
1965,Tammie,0.000928,f,195
1965,Lloyd,0.000683,m,196
1965,Angie,0.000928,f,196
1965,Mario,0.000681,m,197
1965,Juanita,0.000914,f,197
1965,Ricardo,0.000675,m,198
1965,Patty,0.000911,f,198
1965,Leon,0.000668,m,199
1965,Melody,0.000911,f,199
1965,Alex,0.000658,m,200
1965,Audrey,0.000908,f,200
1965,Ted,0.000656,m,201
1965,Amanda,0.000902,f,201
1965,Gregg,0.000651,m,202
1965,Dianne,0.000896,f,202
1965,Dwight,0.000647,m,203
1965,Vanessa,0.000893,f,203
1965,Byron,0.000646,m,204
1965,Monique,0.000891,f,204
1965,Marty,0.000644,m,205
1965,Doris,0.000889,f,205
1965,Dana,0.000642,m,206
1965,Kristi,0.00088,f,206
1965,Kelvin,0.000631,m,207
1965,Lynda,0.000878,f,207
1965,Andy,0.00062,m,208
1965,Darla,0.000866,f,208
1965,Chad,0.000619,m,209
1965,Jody,0.000859,f,209
1965,Kyle,0.000618,m,210
1965,Cassandra,0.000855,f,210
1965,Dave,0.000612,m,211
1965,Irene,0.00085,f,211
1965,Ruben,0.000607,m,212
1965,Marcia,0.000847,f,212
1965,Ron,0.000603,m,213
1965,Bridget,0.000845,f,213
1965,Joey,0.000592,m,214
1965,Kelli,0.000842,f,214
1965,Rickey,0.00059,m,215
1965,Marsha,0.000842,f,215
1965,Lewis,0.000589,m,216
1965,Jessica,0.000837,f,216
1965,Kenny,0.000583,m,217
1965,Glenda,0.000828,f,217
1965,Ken,0.00058,m,218
1965,Doreen,0.000827,f,218
1965,Allan,0.000577,m,219
1965,Lynne,0.000821,f,219
1965,Timmy,0.000574,m,220
1965,Erin,0.000801,f,220
1965,Ryan,0.000573,m,221
1965,Kelley,0.0008,f,221
