year,name,fraction,sex
1921,John,0.051168,m
1921,Mary,0.057814,f
1921,Robert,0.046382,m
1921,Dorothy,0.030541,f
1921,William,0.045575,m
1921,Helen,0.027209,f
1921,James,0.043719,m
1921,Margaret,0.022245,f
1921,Charles,0.025699,m
1921,Ruth,0.020148,f
1921,George,0.024144,m
1921,Virginia,0.014871,f
1921,Joseph,0.023003,m
1921,Mildred,0.013975,f
1921,Edward,0.018295,m
1921,Betty,0.013782,f
1921,Frank,0.014681,m
1921,Frances,0.012499,f
1921,Richard,0.014391,m
1921,Elizabeth,0.012347,f
1921,Thomas,0.013453,m
1921,Anna,0.011311,f
1921,Harold,0.012138,m
1921,Evelyn,0.011158,f
1921,Donald,0.012107,m
1921,Doris,0.010278,f
1921,Paul,0.011571,m
1921,Marie,0.009769,f
1921,Walter,0.011425,m
1921,Alice,0.009343,f
1921,Raymond,0.01111,m
1921,Marjorie,0.008758,f
1921,Henry,0.010029,m
1921,Florence,0.008376,f
1921,Jack,0.009451,m
1921,Irene,0.008301,f
1921,Arthur,0.009249,m
1921,Lillian,0.007634,f
1921,Albert,0.008926,m
1921,Rose,0.007307,f
1921,Harry,0.008552,m
1921,Martha,0.007239,f
1921,Kenneth,0.007871,m
1921,Louise,0.007174,f
1921,Ralph,0.007788,m
1921,Catherine,0.006945,f
1921,Warren,0.006852,m
1921,Gladys,0.006887,f
1921,David,0.006826,m
1921,Jean,0.006715,f
1921,Eugene,0.006782,m
1921,Ruby,0.006512,f
1921,Howard,0.006777,m
1921,Edna,0.006488,f
1921,Clarence,0.006443,m
1921,Josephine,0.006355,f
1921,Louis,0.006368,m
1921,Eleanor,0.006293,f
1921,Carl,0.006221,m
1921,Thelma,0.006125,f
1921,Earl,0.005935,m
1921,Lucille,0.006016,f
1921,Roy,0.005753,m
1921,Ethel,0.005942,f
1921,Fred,0.005705,m
1921,Edith,0.00593,f
1921,Willie,0.005703,m
1921,Hazel,0.005736,f
1921,Francis,0.005528,m
1921,Grace,0.005649,f
1921,Joe,0.005452,m
1921,Annie,0.005633,f
1921,Lawrence,0.005255,m
1921,Pauline,0.00558,f
1921,Ernest,0.005006,m
1921,Lois,0.005391,f
1921,Leonard,0.004966,m
1921,Bernice,0.004837,f
1921,Anthony,0.004603,m
1921,Barbara,0.0047,f
1921,Stanley,0.004598,m
1921,Beatrice,0.004664,f
1921,Herbert,0.004586,m
1921,Esther,0.004631,f
1921,Alfred,0.004328,m
1921,Marion,0.004543,f
1921,Samuel,0.004179,m
1921,Shirley,0.00445,f
1921,Bernard,0.003941,m
1921,Clara,0.004381,f
1921,Norman,0.003936,m
1921,Gertrude,0.004179,f
1921,Michael,0.00369,m
1921,Jane,0.004053,f
1921,Elmer,0.003644,m
1921,Rita,0.00403,f
1921,Daniel,0.003593,m
1921,Katherine,0.004029,f
1921,Leo,0.003575,m
1921,June,0.004028,f
1921,Andrew,0.003528,m
1921,Norma,0.003987,f
1921,Russell,0.003468,m
1921,Emma,0.003964,f
1921,Melvin,0.003415,m
1921,Ann,0.003953,f
1921,Edwin,0.003295,m
1921,Sarah,0.003925,f
1921,Leroy,0.003293,m
1921,Elsie,0.003813,f
1921,Chester,0.003121,m
1921,Agnes,0.003749,f
1921,Peter,0.003117,m
1921,Juanita,0.003735,f
1921,Lloyd,0.00311,m
1921,Julia,0.003702,f
1921,Marvin,0.003067,m
1921,Bertha,0.003601,f
1921,Gerald,0.002973,m
1921,Phyllis,0.003588,f
1921,Frederick,0.002966,m
1921,Lorraine,0.003542,f
1921,Clifford,0.002867,m
1921,Geraldine,0.003534,f
1921,Floyd,0.00286,m
1921,Eva,0.003381,f
1921,Herman,0.002829,m
1921,Kathryn,0.003283,f
1921,Theodore,0.002787,m
1921,Pearl,0.003263,f
1921,Lester,0.002704,m
1921,Viola,0.003249,f
1921,Ray,0.002702,m
1921,Ida,0.00324,f
1921,Vernon,0.002697,m
1921,Vivian,0.003205,f
1921,Clyde,0.002656,m
1921,Marian,0.003176,f
1921,Vincent,0.002443,m
1921,Anne,0.00313,f
1921,Lewis,0.002383,m
1921,Laura,0.003124,f
1921,Philip,0.002374,m
1921,Wilma,0.002986,f
1921,Alvin,0.002361,m
1921,Myrtle,0.002962,f
1921,Leon,0.0023,m
1921,Willie,0.002928,f
1921,Milton,0.002274,m
1921,Bessie,0.002873,f
1921,Charlie,0.002262,m
1921,Maxine,0.002837,f
1921,Jesse,0.002186,m
1921,Vera,0.002837,f
1921,Martin,0.002163,m
1921,Alma,0.002805,f
1921,Cecil,0.002158,m
1921,Charlotte,0.002803,f
1921,Glenn,0.002152,m
1921,Nellie,0.002744,f
1921,Wayne,0.002125,m
1921,Violet,0.002711,f
1921,Benjamin,0.00212,m
1921,Audrey,0.002683,f
1921,Victor,0.002116,m
1921,Kathleen,0.002673,f
1921,Gordon,0.002094,m
1921,Patricia,0.002643,f
1921,Sam,0.002079,m
1921,Mabel,0.002608,f
1921,Lee,0.002069,m
1921,Stella,0.002607,f
1921,Harvey,0.002008,m
1921,Nancy,0.002597,f
